State,Total_Avg_$,Total_Med_$,Total_Employment,Total_Mem_%,Construction_Avg_$,Construction_Med_$,Construction_Employment,Construction_Mem_%,Total_Fatalities,Construction_Fatalities,Pct_Below_Pov
Alabama,40240,30390,1891629,10,37290,34340,91112,3,92,15,1
Wyoming,43770,36990,258942,5,46730,44050,15314,7,32,0,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,63,13,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,95,13,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,396,61,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,65,16,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,29,8,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,11,0,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,25,2,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,117,23,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,11,3,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,72,12,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,30,4,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,176,28,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,127,15,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,55,3,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,86,16,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,114,17,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,57,14,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,19,4,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,79,18,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,135,19,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,69,11,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,118,19,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,68,6,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,28,3,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,109,21,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,56,11,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,39,7,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,14,4,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,102,15,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,54,10,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,42,7,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,178,40,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,149,19,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,92,23,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,49,9,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,183,26,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,10,0,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,75,20,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,20,5,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,95,17,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,508,116,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,37,8,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,128,28,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,7,0,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,56,7,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,97,11,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,61,7,0
Wyoming,43770,36990,258942,5,46730,44050,15314,7,26,0,0
